GEOID,area (m2)
31095,1465199.722933715
31137,20837227.828748494
31133,155729.32072396544
31177,2980719.4724751846
31041,14355985.456801293
31055,25717490.863806892
31047,13699499.717864102
31161,17060092.91066681
31065,1660387.474074512
31071,81235.88771855336
31089,5923966.131319533
31169,5018456.822246917
31039,284617.5279430975
31113,50772.895548398315
31021,335149.8565132139
31141,9021536.807195894
31145,3481833.814778742
31149,1023717.8275629343
31067,996119.2171172492
31077,2930453.7960012984
31097,217933.8023029945
31127,153203.87112970176
31083,1714821.3716777612
31093,2422447.353826358
31173,187117.59443467253
31175,11940527.842761727
31131,553407.4387506461
31139,121470.6304780023
31013,3816.848076577945
31159,7195541.752461684
31165,51.43339063691962
31111,24220377.127535764
31115,6912129.319279371
31179,832342.4995906645
31183,92050.17406983594
31121,331845.89747396525
31125,6598797.608025968
31163,78802.47024265098
31063,16800692.90924198
31143,672455.7109099755
31087,30738852.847760756
31117,125958.01747717356
31181,1953476.57801315
31007,5912699.434394452
31027,2601943.2742365384
31043,194797.50131646634
31099,11608282.308546811
31045,49161957.304767504
31005,235126.09879525148
31049,533498.184581762
31185,8199061.725406992
31107,8770615.915168112
31085,679764.3030020993
31147,302919.080929411
31017,23221642.821723416
31135,135817.10979938484
31079,5777757.135140606
31129,962763.20902448
31157,65432277.48814704
31001,2045292.1935811185
31019,6425036.205555653
31011,282805.3434083462
31015,129409.27831713126
31101,20306944.94268333
31069,5080569.1593138855
31057,1006506.1266921929
31075,3292267.8190490934
31105,109967.09182188592
31025,5873576.7890816275
31155,7652674.73769313
31059,12999284.51020699
31061,8938904.51921253
31073,16070832.208142936
33007,1059002453.8943803
33015,443397028.0441944
33017,158044141.35331383
33003,164440796.76190883
33013,162405419.4858482
33001,43987419.17059051
33005,176789544.17149767
33011,98726607.44388427
33019,122688549.69275251
33009,296300963.5042122
35007,1338791419.1104043
35011,14220629.15384033
35051,649834321.5160513
35015,378797845.68498236
35039,7414004578.088291
35045,1900087279.326187
35055,3486364635.7204313
35019,1813251.5447146606
35033,555779484.9469873
35017,1363559754.8532014
35003,3211910143.508843
35021,601407200.2422523
35037,9905997.96200213
35047,1701631520.1460555
35057,752910694.3733894
35061,97292727.17699534
35001,376181247.6816216
35006,3130730168.1044393
35009,2246044.578651487
35013,3289619975.5646377
35028,145628289.74585155
35027,763868529.4926594
35053,5322215547.000724
35005,402280795.5882037
35041,115243768.95951137
35023,650664530.2326064
35025,17546630.974913463
35059,236806686.8862207
35031,1167377526.5864778
35049,1055300256.4289112
35035,637786272.3362547
35043,2528832070.6488576
35029,322154670.00568444
38017,20367315.370247517
38037,4025133.9023604025
38085,26203556.286698516
38099,7055365.050133665
38005,12083477.071187425
38033,733021.113876818
38053,72691761.87138617
38059,35258018.02424086
38067,26978349.620499555
38071,12022636.579949064
38003,24859506.761877496
38055,124104168.42566039
38097,820973.3869213425
38035,24759126.917296562
38103,47393970.60730455
38045,6683527.212438592
38051,9885976.566710623
38095,1619273.2394623663
38101,2423281.292045094
38027,10291705.066888675
38007,810938.3389783822
38065,3944144.0385998664
38089,9706287.64173413
38061,20712810.126930863
38105,28570906.371661663
38087,3981327.9058432793
38023,7710030.461845485
38001,678975.6367305641
38015,113786949.86760819
38039,4780330.676162497
38029,17130921.895582173
38057,27749847.243794814
38043,67886626.05731313
38019,36924891.947519355
38021,19380196.746013824
38083,114354655.32366706
38009,9021974.434700089
38011,4319456.49345542
38013,2206650.285008542
38069,6216360.325559655
38041,4828741.831635684
38031,3901098.411694002
38079,32694439.432741154
38047,25502444.64646935
38049,9092758.009041697
38073,328041231.69036657
38025,30276047.161128853
38063,10312062.702907749
38081,70886510.4984183
38077,241297745.4913445
38091,5879465.099304965
38075,54097.96145161152
38093,96697603.15644348
40065,694488.4075234915
40073,208012.83538032346
40079,21203437.733359464
40145,2518235.5991572766
40013,427148.4152504711
40027,39856600.50582705
40057,213821.86961122238
40067,219161.71146013762
40075,42157551.29353607
40095,51365.2448730785
40125,670624.0702201535
40135,6841785.44081144
40143,52422722.88497008
40089,13816019.19025733
40113,175384976.0910837
40133,542444.0088412225
40055,56502619.764835246
40117,625975.0844163345
40023,244768.96649771545
40141,30164800.09411908
40101,110092431.09666635
40045,101188485.29445279
40041,78746279.43152025
40151,290833.80428819027
40131,8813366.042566821
40001,8503569.705075739
40005,138654742.64672643
40033,169435.78469507003
40017,3124155.276197542
40035,641874.3991997578
40093,1116726.5813109572
40103,344805.5548656309
40053,211841.49719130807
40107,11717646.80387436
40021,148814179.6205473
40037,38759173.49228091
40039,358210.6549899076
40043,522689.19510055665
40009,68242818.95269921
40019,2954100.1063575973
40069,13740948.056528466
40047,1607345.1779324163
40031,241951193.20876136
40121,879938.9237782757
40127,392036.99262472376
40061,109253.4956659452
40081,717676.8189650573
40071,302107.7097888376
40115,26009602.11473749
40007,113441036.62745382
40105,331457.90205878264
40111,4953109.403109394
40153,67292197.78344329
40099,296707.26161603845
40119,1016170.202214036
40123,492597.290321356
40129,4329046.078248309
40149,195822.57249618156
40091,299803.18568524974
40085,586021.8411036968
40059,24238477.556324396
40139,56117316.5313376
40109,19619456.53869488
40083,2219904.6768863625
40137,1120555.369323193
40063,2230330.9836719255
40025,7470834.5970586
40147,2903114.120772657
40029,18633.418004680687
40049,294991.00275586743
40015,728841.8785399531
40003,129130178.07672864
40051,2339193.580922042
40077,24970181.774111107
40011,1849992.4903994815
40097,65942779.5340182
40087,2265195.9040946467
41005,3069286560.920939
41021,122659333.55787066
41033,287435873.1832364
41035,3112357720.77529
41039,6125555846.915894
41043,2758252414.7912135
41051,439363303.88427055
41055,206364483.65030223
41061,477646760.4594115
41007,1386137219.2652464
41017,3025434774.4837947
41019,5453128647.836715
41065,1716962803.2684596
41023,5174052252.68969
41015,966656688.010585
41031,347694496.46367157
41047,867741742.2138994
41003,750629570.4000295
41025,6998447103.11691
41011,815982896.2063006
41027,856521285.3994657
41049,289013.80694989295
41059,170622681.89805645
41001,355803537.72110033
41045,5223512779.723882
41009,254252077.6122086
41057,2485904573.189173
41037,3405772344.443312
41029,1329316908.7822676
41041,1681257573.2472775
41053,1147975971.6077619
41063,1065614958.2942646
41071,1024211774.1680943
41013,617301172.3735287
41069,250652674.11827052
41067,783650092.1553514
45005,292034.9820210161
45019,10839572.92772683
45025,205806565.9860789
45043,5712369.696788558
45063,22447175.91193648
45077,173577568.0618479
45091,24690853.155915834
45027,1649408.5355075637
45047,606162.3998871756
45029,434113.19606368546
45071,443505.15802492545
45055,24864312.684252113
45059,1086086.575183087
45069,363811.6190880591
45073,14924388.223097328
45083,13875597.311620377
45089,6670108.853019082
45009,6973569.809670291
45057,4652200.125611417
45087,204797.37347764074
45015,21086600.617422055
45067,243384.7151365101
45003,19402095.981505197
45007,4213044.932106318
45017,121507629.39689542
45035,647216.0980392547
45041,7786608.893166076
45045,101968894.1606141
45051,200273906.4589983
45061,1999245.124184595
45021,13084370.80309715
45065,344372.10881699435
45001,125560.44860599977
45081,4005354.4289859915
45011,386901.8828744286
45037,213744.63541941036
45053,902106.1775055721
45039,123927.75304887758
45023,276045.2546485159
45085,104545707.99829693
45079,171965127.2061873
45031,5065776.495143915
45049,141900.87237071444
45075,96996392.83122699
45013,5148138.138926466
45033,155216.70094752382
46073,166354.1103627573
46093,8435202.28661159
46095,162961.46019589397
46123,97153.79579990095
46067,126678.61093698829
46085,245234538.18397644
46117,143258723.3987013
46009,187048.03399459596
46041,282909.2174210737
46071,56831978.46210963
46075,80702722.89697805
46079,394352.9433702017
46127,762149.8575665095
46055,66431.91596156942
46003,213763.57201385568
46023,22529036.030902933
46111,0.0
46109,1756718.8081032736
46121,4452.227873626038
46015,569171.2276026284
46035,631248.9923273805
46039,1057360.5790506355
46049,61616.034167022655
46005,581054.9205491854
46011,875478.0669623502
46059,60487.42434832886
46063,57078.79960412532
46077,187802.61704123262
46087,0.0
46089,64086.1868852189
46097,0.0
46099,4259235.988483015
46125,82880.2771702074
46107,81323.77469476542
46047,205317.3507186279
46007,66481487.0272024
46065,505388.21849530935
46129,69572.26742447075
46051,42874.11368888611
46045,168112.31946218116
46043,90116.76398903441
46057,0.0
46091,4855561.337425242
46103,424778566.77283394
46061,0.0
46115,209221.81184348263
46037,18896059.197401937
46027,308700.0668618252
46135,379813.14341250085
46033,422525417.67901784
46031,213612695.435568
46029,712701.5181645753
46025,108005.96649692152
46013,86695730.43866263
46017,0.0
46069,100967.88112309792
46053,4183207.6545039173
46102,537608415.9066976
46083,3533968.962447233
46081,1231010.834906665
46019,276415.87238947477
46119,0.0
46101,86125.97355455635
46137,586284.488515008
46021,8453.968093963718
46105,1640695149.4683459
50017,30350579.18052653
50027,111939632.28006546
50025,167463735.7192686
50009,217996109.09830225
50019,54464649.97072737
50003,677065893.1089789
50007,135931498.7945549
50011,35739612.434383646
50015,117935744.8676689
50023,156920240.53111184
50001,381549334.6608219
50013,9444705.641700836
50021,360502936.741616
50005,30421616.198232055
51015,791464255.9283509
51037,23136198.920115057
51051,127554827.28568871
51053,7294958.34360482
51069,2798923.0155932256
51073,8280807.546038131
51085,2166354.4398824037
51099,19365040.09374139
51125,18183032.124180563
51131,45908606.53083377
51137,6434435.692854465
51145,88682831.56232232
51149,18224231.096386194
51161,50943659.61567874
51177,25685993.979181923
51185,665152.1951193619
51199,6467873.9755009515
51007,79523739.83098173
51017,772663898.8791293
51019,37005995.76778287
51023,244424506.24890828
51033,8796559.185274126
51036,23281208.397203673
51041,291375773.486504
51057,4150781.238505897
51067,10161644.618527697
51083,22145251.37821285
51091,297402880.2860218
51095,12301111.191083327
51107,32476769.741763286
51111,4107093.098410786
51127,22021009.345210377
51133,5672897.469536386
51143,27460577.388147242
51159,26007827.09712338
51165,670344835.22963
51175,491749.6565512914
51179,8774120.99706444
51187,12999836.459205007
51063,10211346.0355964
51087,6023728.460738656
51005,1161748661.8055847
51029,75020218.56982173
51089,18133335.442430183
51141,45142791.10376756
51193,6312506.916471227
51081,586054.2612760301
51105,154159826.3749498
51195,537906434.7385489
51113,43903972.09097927
51103,6235353.581791648
51157,979728.58137662
51003,34205892.993051775
51031,1150297.0350731828
51059,44915233.606152534
51121,34739773.754774086
51155,2816261.3275418007
51093,21737405.34177299
51171,743200.1258898408
51027,668434.4971256454
51101,23186012.531897143
51147,60458949.41192501
51191,55020018.08087983
51720,7171037.776468566
51740,1082612.1125040553
51810,93481399.2471535
51153,24599105.2070033
51075,14890127.449746786
51181,14650904.935338812
51079,11487924.86266256
51011,46035096.96842598
51025,272630.8757482059
51043,12322390.8246123
51135,5267016.482969951
51630,903700.642177166
51049,10406199.21786324
51685,25770.010311862352
51540,712592.0489737692
51570,3564.7365562992595
51610,53459.01618814306
51790,1020405.1465144991
51830,2867281.8327628174
51173,1652047.5611897532
51510,592498.0360271233
51013,5345533.689015557
51045,80355713.99302186
51580,14650585.588857371
51600,266222.7389473592
51197,30806202.410630867
51115,317511.4333117943
51169,242830599.8106628
51650,5853090.581887646
51680,1648809.8891557716
51683,1554109.6590951465
51550,241757485.40044668
51065,33775586.38499251
51520,159212.28930041302
51750,266042.46444601816
51760,2722382.5290711676
51021,1160111.9545735333
51840,568205.1857584388
51183,3915468.7989705377
51590,1286209.5495333688
51820,88384.68952393868
51800,147961447.2550636
51035,12695298.88570474
51670,240797.7700626512
51530,142823.01077545417
51071,54300679.54462256
51770,1151858.7855306757
51775,604499.1338864041
51620,119791.26766709029
51710,3984653.3796090833
51735,12036010.206085827
51660,2448794.013750596
51640,166821.30965844952
51700,4019038.5348572875
51077,74454.11564274016
51009,36791073.18123133
51047,13265116.721714208
51119,88629.92463192843
51139,481827.52330751024
51730,621012.8359912734
51097,20975438.027134128
51690,279458.83138505294
51167,272112.95051536197
51595,54801.32354420107
51678,198626.72488817252
51061,67280238.84562631
51117,197658143.9363354
51001,29563706.97630433
51109,2837454.58875072
51163,274145098.9209689
54001,6253869.534327211
54005,2116422.3192443945
54021,16598090.24466463
54039,47666660.15936254
54045,80630189.68873353
54047,81380121.50041781
54063,84486854.40337946
54067,207827413.92027745
54087,24968831.39229217
54107,18458671.49778442
54013,7039198.36761692
54017,1414132.5694801977
54019,96628322.24710783
54023,185468128.97470802
54027,97204418.21641219
54033,5277311.466757531
54037,18494610.481080662
54043,29163810.726444215
54065,64163471.130883336
54071,953996520.4209018
54081,37687417.51728665
54093,900782471.3858672
54095,14072710.29442249
54109,78089004.88010255
54025,888767376.4965144
54083,1571511489.161574
54059,120759882.35937388
54007,134215274.22021897
54099,170479595.8724207
54031,235936076.5926473
54057,29249218.645095978
54085,57158745.860589616
54003,71012698.06461562
54041,85910486.76776217
54011,14047854.891001241
54049,5525165.01378254
54073,9212405.118694067
54015,22574824.25762722
54061,51784181.82082633
54069,2576579.2112506507
54055,28055916.58485449
54035,40457072.517303206
54101,424538782.09841865
54097,4209960.052362129
54089,67681580.45843819
54079,31135944.224448957
54051,17114250.85629461
54077,94944503.6638578
54053,64886714.42989575
54029,16011569.590595987
54009,11409568.52253068
54105,51349941.60638176
54103,56016543.62655378
54091,12290852.266457276
54075,2193576667.451844
56029,8840593702.372414
56003,580000926.1679428
56013,2346175351.338012
56031,1540252.586860067
56035,2088912654.083802
56033,28568072.61369446
56039,8269658082.8083725
56041,193173944.58069164
56045,138010.65647004763
56001,23940362.500087887
56005,37257648.286881156
56015,3835345.5840726313
56019,501189603.32571036
56037,1114459314.6613216
56011,66557629.62414343
56017,123019210.82280985
56023,508678088.53526497
56027,119661.14178704142
56007,377597444.690083
56009,389169.27870488964
56043,205384972.263614
56025,158307558.7681227
56021,1132533.8657433568
